time,open,high,low,close,volume,SMA_14,SMA_50
1753113930,214.43,214.43,214.17,214.31,73296,214.36,214.62
1753113960,214.29,214.47,214.23,214.31,63799,214.36,214.62
1753113990,214.31,214.36,214.27,214.3,51593,214.38,214.62
1753114020,214.31,214.39,214.14,214.34,79187,214.39,214.62
1753114050,214.35,214.37,214.19,214.21,43496,214.37,214.62
1753114080,214.22,214.29,214.15,214.28,59137,214.37,214.61
1753114110,214.27,214.3,214.12,214.13,40227,214.35,214.6
1753114140,214.13,214.19,214.01,214.15,70429,214.33,214.59
1753114170,214.15,214.3,214.11,214.2,65547,214.32,214.58
1753114200,214.2,214.32,214.08,214.24,53575,214.3,214.56
1753114230,214.24,214.25,214.07,214.12,57130,214.27,214.54
1753114260,214.12,214.28,214.04,214.24,77337,214.25,214.51
1753114290,214.23,214.37,214.18,214.37,36555,214.26,214.48
1753114320,214.36,214.66,214.35,214.6,115306,214.27,214.48
1753114350,214.6,214.61,214.43,214.52,47318,214.29,214.48
1753114380,214.52,214.76,214.51,214.7,61447,214.31,214.47
1753114410,214.7,214.76,214.64,214.65,72493,214.34,214.47
1753114440,214.64,214.71,214.59,214.68,43681,214.36,214.48
1753114470,214.68,214.76,214.63,214.74,54666,214.4,214.48
1753114500,214.71,214.8,214.52,214.57,68015,214.42,214.49
1753114530,214.57,214.63,214.51,214.57,40116,214.45,214.49
1753114560,214.56,214.56,214.34,214.37,52748,214.47,214.48
1753114590,214.37,214.37,214.13,214.33,87615,214.48,214.46
1753114620,214.32,214.41,214.27,214.3,39648,214.48,214.45
1753114650,214.29,214.32,214.21,214.24,39138,214.49,214.44
1753114680,214.25,214.42,214.24,214.42,48979,214.5,214.43
1753114710,214.41,214.65,214.39,214.55,136109,214.52,214.43
1753114740,214.55,214.62,214.49,214.61,68166,214.52,214.42
1753114770,214.61,214.66,214.52,214.65,48963,214.53,214.42
1753114800,214.65,215.05,214.62,214.9,158975,214.54,214.42
1753114830,214.9,214.96,214.86,214.95,66411,214.56,214.43
1753114860,214.96,215.18,214.96,215.17,106076,214.6,214.43
1753114890,215.16,215.19,214.95,214.96,84154,214.61,214.44
1753114920,214.97,215.06,214.83,214.89,92595,214.64,214.45
1753114950,214.87,215.0,214.86,214.94,51103,214.66,214.46
1753114980,214.93,215.05,214.87,214.96,65918,214.7,214.47
1753115010,214.95,214.99,214.82,214.93,70900,214.75,214.48
1753115040,214.92,214.92,214.62,214.63,64462,214.77,214.49
1753115070,214.62,214.67,214.55,214.64,68575,214.8,214.5
1753115100,214.63,214.72,214.52,214.65,46201,214.82,214.51
1753115130,214.64,214.64,214.38,214.45,75087,214.81,214.51
1753115160,214.46,214.52,214.41,214.45,36747,214.8,214.51
1753115190,214.45,214.67,214.4,214.63,56839,214.8,214.52
1753115220,214.62,214.68,214.51,214.64,58060,214.78,214.52
1753115250,214.65,214.77,214.48,214.49,47865,214.74,214.52
1753115280,214.49,214.6,214.47,214.55,44880,214.7,214.52
1753115310,214.56,214.62,214.48,214.61,57693,214.68,214.53
1753115340,214.61,214.7,214.59,214.68,30844,214.66,214.53
1753115370,214.68,214.69,214.6,214.65,57663,214.64,214.54
1753115400,214.64,214.64,214.29,214.3,118261,214.59,214.54
1753115430,214.31,214.32,214.17,214.29,69501,214.55,214.54
1753115460,214.25,214.31,214.19,214.2,46407,214.52,214.53
1753115490,214.2,214.48,214.2,214.45,165956,214.5,214.54
1753115520,214.44,214.46,214.28,214.34,34374,214.48,214.54
1753115550,214.34,214.67,214.33,214.57,170646,214.49,214.54
1753115580,214.57,214.58,214.37,214.51,34887,214.49,214.55
1753115610,214.5,214.6,214.46,214.51,29660,214.48,214.56
1753115640,214.5,214.58,214.5,214.56,26273,214.48,214.56
1753115670,214.57,214.71,214.57,214.67,36069,214.49,214.57
1753115700,214.67,214.71,214.56,214.62,53596,214.5,214.58
1753115730,214.62,214.65,214.49,214.53,43789,214.49,214.59
1753115760,214.52,214.52,214.37,214.43,38236,214.47,214.59
1753115790,214.43,214.47,214.35,214.42,27865,214.46,214.59
1753115820,214.41,214.41,214.22,214.25,145331,214.45,214.59
1753115850,214.24,214.24,214.08,214.09,60332,214.44,214.58
1753115880,214.08,214.15,214.07,214.07,34801,214.43,214.57
1753115910,214.07,214.14,214.01,214.08,39727,214.4,214.55
1753115940,214.1,214.12,214.0,214.04,35223,214.38,214.54
1753115970,214.06,214.12,214.02,214.05,24458,214.34,214.53
1753116000,214.05,214.05,213.99,214.04,40765,214.31,214.52
1753116030,214.03,214.05,213.81,213.84,101443,214.26,214.5
1753116060,213.83,213.84,213.68,213.8,127361,214.21,214.49
1753116090,213.76,213.83,213.73,213.77,38730,214.14,214.48
1753116120,213.76,213.76,213.64,213.73,66026,214.08,214.47
1753116150,213.73,213.93,213.71,213.85,66840,214.03,214.46
1753116180,213.84,213.87,213.68,213.72,59841,213.98,214.45
1753116210,213.72,213.77,213.69,213.72,42583,213.93,214.43
1753116240,213.73,213.76,213.61,213.62,63499,213.89,214.41
1753116270,213.62,213.83,213.57,213.8,74938,213.87,214.39
1753116300,213.79,213.83,213.69,213.77,45057,213.84,214.37
1753116330,213.76,213.76,213.55,213.58,61505,213.81,214.34
1753116360,213.63,213.79,213.59,213.59,47467,213.78,214.31
1753116390,213.58,213.66,213.56,213.61,46362,213.75,214.28
1753116420,213.61,213.81,213.53,213.81,78364,213.73,214.26
1753116450,213.8,213.81,213.66,213.67,46461,213.72,214.24
1753116480,213.66,213.72,213.53,213.69,32257,213.71,214.21
1753116510,213.71,213.72,213.59,213.61,19504,213.7,214.19
1753116540,213.61,213.61,213.5,213.51,33268,213.68,214.16
1753116570,213.51,213.59,213.48,213.52,54882,213.66,214.14
1753116600,213.51,213.65,213.44,213.58,77662,213.65,214.12
1753116630,213.59,213.86,213.58,213.83,51935,213.66,214.11
1753116660,213.8,213.84,213.68,213.84,56296,213.67,214.09
1753116690,213.82,213.87,213.73,213.73,40012,213.67,214.08
1753116720,213.74,213.74,213.57,213.65,27424,213.66,214.06
1753116750,213.63,213.66,213.53,213.55,33117,213.66,214.04
1753116780,213.54,213.62,213.5,213.52,43723,213.65,214.02
1753116810,213.52,213.61,213.49,213.59,66302,213.65,214.0
1753116840,213.59,213.6,213.4,213.52,59180,213.63,213.97
1753116870,213.52,213.54,213.28,213.37,90539,213.61,213.95
1753116900,213.36,213.5,213.31,213.5,46300,213.59,213.93
1753116930,213.5,213.59,213.45,213.52,66210,213.59,213.92
1753116960,213.52,213.62,213.46,213.61,34265,213.6,213.9
1753116990,213.6,213.68,213.58,213.6,38672,213.6,213.89
1753117020,213.61,213.73,213.57,213.73,68365,213.61,213.88
1753117050,213.72,213.73,213.59,213.64,72131,213.6,213.86
1753117080,213.63,213.73,213.56,213.56,60770,213.58,213.84
1753117110,213.56,213.57,213.47,213.52,52554,213.56,213.82
1753117140,213.53,213.53,213.38,213.38,49413,213.54,213.79
1753117170,213.39,213.44,213.37,213.41,33369,213.53,213.77
1753117200,213.41,213.41,213.27,213.29,44952,213.52,213.74
1753117230,213.29,213.32,213.17,213.28,93546,213.5,213.72
1753117260,213.26,213.27,213.1,213.19,61215,213.47,213.69
1753117290,213.21,213.28,213.14,213.17,34985,213.46,213.67
1753117320,213.17,213.21,213.1,213.14,26828,213.43,213.65
1753117350,213.13,213.28,213.13,213.2,39122,213.41,213.63
1753117380,213.18,213.19,213.1,213.14,35522,213.38,213.61
1753117410,213.13,213.15,213.07,213.1,51571,213.34,213.59
1753117440,213.11,213.13,213.05,213.07,45880,213.29,213.57
1753117470,213.07,213.16,213.07,213.14,33576,213.26,213.55
1753117500,213.13,213.13,212.87,212.94,111044,213.21,213.53
1753117530,212.94,213.02,212.92,212.97,27808,213.17,213.51
1753117560,212.97,213.04,212.91,212.98,60711,213.14,213.5
1753117590,212.97,213.02,212.91,212.99,49111,213.11,213.48
1753117620,212.98,213.05,212.89,212.99,69119,213.09,213.47
1753117650,213.01,213.05,212.96,213.04,34248,213.08,213.45
1753117680,213.05,213.09,212.98,213.02,51488,213.06,213.44
1753117710,213.01,213.08,212.98,213.01,66654,213.05,213.42
1753117740,213.01,213.23,213.0,213.22,56574,213.06,213.41
1753117770,213.22,213.22,213.09,213.14,45869,213.05,213.4
1753117800,213.14,213.14,213.0,213.04,30295,213.05,213.39
1753117830,213.04,213.15,213.02,213.05,33780,213.04,213.38
1753117860,213.05,213.14,213.01,213.09,38697,213.04,213.37
1753117890,213.09,213.2,213.09,213.19,36396,213.05,213.36
1753117920,213.2,213.26,213.2,213.24,55813,213.07,213.35
1753117950,213.25,213.3,213.14,213.2,41268,213.09,213.34
1753117980,213.2,213.21,213.06,213.06,42926,213.09,213.32
1753118010,213.06,213.13,213.05,213.11,31365,213.1,213.31
1753118040,213.09,213.2,213.06,213.19,29745,213.11,213.31
1753118070,213.19,213.19,213.09,213.12,22680,213.12,213.3
1753118100,213.12,213.19,213.11,213.12,22735,213.13,213.29
1753118130,213.13,213.21,213.13,213.15,27451,213.14,213.28
1753118160,213.15,213.27,213.12,213.25,36278,213.14,213.26
1753118190,213.26,213.28,213.22,213.26,22191,213.15,213.26
1753118220,213.26,213.39,213.25,213.35,45699,213.17,213.25
1753118250,213.36,213.39,213.32,213.34,29647,213.19,213.24
1753118280,213.34,213.47,213.34,213.44,53564,213.22,213.24
1753118310,213.45,213.48,213.41,213.44,30942,213.23,213.24
1753118340,213.43,213.45,213.37,213.39,27136,213.24,213.24
1753118370,213.39,213.41,213.35,213.38,34864,213.26,213.24
1753118400,213.4,213.4,213.23,213.25,78484,213.27,213.23
1753118430,213.25,213.25,213.13,213.24,63120,213.28,213.23
1753118460,213.23,213.4,213.2,213.4,25166,213.3,213.22
1753118490,213.4,213.43,213.35,213.43,19631,213.32,213.22
1753118520,213.43,213.45,213.35,213.37,41148,213.34,213.21
1753118550,213.38,213.41,213.34,213.35,20392,213.35,213.21
1753118580,213.36,213.43,213.3,213.4,17898,213.36,213.2
1753118610,213.4,213.42,213.34,213.39,25651,213.37,213.2
1753118640,213.4,213.41,213.36,213.39,15826,213.37,213.2
1753118670,213.39,213.5,213.38,213.49,29343,213.38,213.2
1753118700,213.48,213.5,213.43,213.44,39577,213.38,213.21
1753118730,213.44,213.57,213.43,213.51,46117,213.39,213.21
1753118760,213.5,213.62,213.48,213.57,39498,213.4,213.22
1753118790,213.58,213.62,213.56,213.61,42384,213.42,213.23
1753118820,213.61,213.65,213.6,213.6,40337,213.44,213.24
1753118850,213.59,213.6,213.53,213.55,29864,213.46,213.24
1753118880,213.55,213.57,213.42,213.46,51302,213.47,213.25
1753118910,213.47,213.5,213.41,213.42,30474,213.47,213.26
1753118940,213.41,213.47,213.35,213.47,30424,213.48,213.26
1753118970,213.47,213.5,213.41,213.47,15543,213.48,213.27
1753119000,213.46,213.52,213.39,213.52,28111,213.49,213.28
1753119030,213.51,213.54,213.45,213.49,33432,213.5,213.29
1753119060,213.48,213.49,213.42,213.46,15209,213.5,213.3
1753119090,213.45,213.45,213.28,213.29,37969,213.49,213.31
1753119120,213.29,213.34,213.19,213.21,34748,213.47,213.31
1753119150,213.2,213.28,213.16,213.28,26282,213.46,213.32
1753119180,213.28,213.37,213.28,213.31,28688,213.44,213.32
1753119210,213.32,213.43,213.32,213.43,27120,213.43,213.33
1753119240,213.43,213.53,213.43,213.47,21471,213.42,213.34
1753119270,213.47,213.47,213.4,213.44,22804,213.41,213.34
1753119300,213.45,213.67,213.45,213.61,78479,213.42,213.35
1753119330,213.59,213.6,213.52,213.55,33075,213.43,213.36
1753119360,213.55,213.6,213.49,213.54,22335,213.43,213.37
1753119390,213.54,213.55,213.47,213.47,23530,213.43,213.38
1753119420,213.47,213.48,213.34,213.36,35330,213.42,213.38
1753119450,213.36,213.39,213.33,213.37,15683,213.41,213.38
1753119480,213.38,213.39,213.34,213.35,10250,213.41,213.39
1753119510,213.36,213.36,213.26,213.29,22176,213.41,213.39
1753119540,213.29,213.32,213.24,213.32,16935,213.41,213.4
1753119570,213.32,213.33,213.24,213.26,9349,213.41,213.4
1753119600,213.26,213.39,213.23,213.33,29802,213.41,213.4
1753119630,213.32,213.34,213.28,213.34,13669,213.41,213.41
1753119660,213.34,213.37,213.28,213.29,26454,213.39,213.41
1753119690,213.3,213.32,213.26,213.26,7366,213.38,213.41
1753119720,213.27,213.34,213.24,213.26,21403,213.36,213.41
1753119750,213.28,213.34,213.26,213.32,11304,213.34,213.41
1753119780,213.33,213.42,213.33,213.39,15831,213.33,213.4
1753119810,213.4,213.45,213.39,213.42,22411,213.33,213.4
1753119840,213.43,213.48,213.34,213.36,21930,213.33,213.4
1753119870,213.37,213.45,213.36,213.44,8090,213.33,213.4
1753119900,213.44,213.44,213.39,213.39,8621,213.33,213.41
1753119930,213.38,213.5,213.36,213.43,26348,213.34,213.41
1753119960,213.44,213.45,213.38,213.42,9487,213.35,213.41
1753119990,213.43,213.5,213.42,213.44,14638,213.36,213.41
1753120020,213.45,213.49,213.43,213.49,13458,213.38,213.41
1753120050,213.5,213.59,213.48,213.58,48319,213.39,213.42
1753120080,213.58,213.62,213.5,213.51,29064,213.41,213.42
1753120110,213.51,213.62,213.51,213.6,20122,213.43,213.43
1753120140,213.62,213.71,213.45,213.47,100680,213.45,213.43
1753120170,213.47,213.54,213.47,213.5,17733,213.46,213.43
1753120200,213.5,213.53,213.43,213.49,22207,213.47,213.43
1753120230,213.48,213.53,213.42,213.43,16443,213.47,213.43
1753120260,213.42,213.53,213.39,213.52,21977,213.48,213.43
1753120290,213.52,213.57,213.49,213.55,21185,213.49,213.42
1753120320,213.56,213.7,213.55,213.65,27111,213.51,213.43
1753120350,213.65,213.65,213.61,213.63,12733,213.52,213.43
1753120380,213.62,213.65,213.58,213.63,10258,213.54,213.43
1753120410,213.63,213.67,213.61,213.63,15722,213.55,213.43
1753120440,213.63,213.66,213.57,213.57,9885,213.55,213.44
1753120470,213.56,213.58,213.47,213.48,16972,213.55,213.44
1753120500,213.49,213.52,213.43,213.45,15128,213.54,213.44
1753120530,213.45,213.51,213.45,213.48,8628,213.53,213.44
1753120560,213.48,213.48,213.36,213.37,24155,213.53,213.43
1753120590,213.37,213.37,213.33,213.35,26422,213.52,213.43
1753120620,213.35,213.36,213.31,213.33,8113,213.51,213.44
1753120650,213.33,213.36,213.31,213.33,16175,213.5,213.44
1753120680,213.33,213.33,213.26,213.29,17184,213.48,213.44
1753120710,213.29,213.36,213.28,213.34,22076,213.47,213.44
1753120740,213.33,213.38,213.31,213.36,16319,213.45,213.43
1753120770,213.38,213.41,213.35,213.4,8282,213.43,213.43
1753120800,213.39,213.39,213.24,213.27,18576,213.4,213.43
1753120830,213.27,213.3,213.25,213.3,8052,213.38,213.42
1753120860,213.29,213.4,213.29,213.4,17617,213.37,213.42
1753120890,213.4,213.42,213.34,213.38,15383,213.36,213.42
1753120920,213.38,213.44,213.35,213.44,11410,213.36,213.42
1753120950,213.44,213.48,213.43,213.43,19296,213.36,213.42
1753120980,213.42,213.42,213.37,213.39,14675,213.36,213.42
1753121010,213.38,213.44,213.37,213.4,11875,213.36,213.42
1753121040,213.42,213.42,213.34,213.37,12007,213.36,213.42
1753121070,213.37,213.39,213.35,213.35,10003,213.37,213.42
1753121100,213.36,213.37,213.29,213.31,15968,213.37,213.42
1753121130,213.3,213.3,213.25,213.29,16702,213.36,213.42
1753121160,213.29,213.35,213.28,213.31,18428,213.36,213.42
1753121190,213.31,213.32,213.25,213.26,16360,213.35,213.42
1753121220,213.26,213.33,213.23,213.31,13581,213.35,213.42
1753121250,213.31,213.31,213.26,213.28,8698,213.35,213.42
1753121280,213.27,213.34,213.26,213.33,5089,213.35,213.42
1753121310,213.33,213.36,213.27,213.33,13370,213.34,213.42
1753121340,213.32,213.39,213.3,213.32,10648,213.33,213.42
1753121370,213.31,213.34,213.17,213.27,47719,213.32,213.42
1753121400,213.28,213.36,213.28,213.32,22803,213.32,213.42
1753121430,213.31,213.34,213.29,213.32,11592,213.31,213.41
1753121460,213.33,213.43,213.32,213.41,14693,213.32,213.41
1753121490,213.42,213.42,213.31,213.33,9043,213.31,213.41
1753121520,213.32,213.33,213.27,213.31,20940,213.31,213.41
1753121550,213.32,213.36,213.32,213.36,9544,213.32,213.4
1753121580,213.35,213.4,213.33,213.39,7968,213.32,213.4
1753121610,213.39,213.41,213.32,213.35,11981,213.33,213.4
1753121640,213.35,213.39,213.34,213.39,7088,213.34,213.39
1753121670,213.39,213.43,213.38,213.42,12875,213.35,213.39
1753121700,213.41,213.54,213.41,213.54,22496,213.36,213.39
1753121730,213.55,213.58,213.53,213.56,20673,213.38,213.4
1753121760,213.57,213.58,213.53,213.53,11055,213.39,213.4
1753121790,213.55,213.55,213.44,213.45,18184,213.41,213.39
1753121820,213.45,213.47,213.39,213.41,16173,213.41,213.39
1753121850,213.42,213.44,213.35,213.37,20999,213.42,213.38
1753121880,213.38,213.46,213.37,213.43,13918,213.42,213.38
1753121910,213.44,213.45,213.4,213.44,8871,213.42,213.38
1753121940,213.42,213.43,213.34,213.36,12934,213.43,213.37
1753121970,213.37,213.46,213.36,213.43,13094,213.43,213.37
1753122000,213.43,213.46,213.4,213.43,13503,213.44,213.37
1753122030,213.43,213.44,213.4,213.42,11168,213.44,213.37
1753122060,213.43,213.44,213.38,213.39,15086,213.44,213.37
1753122090,213.4,213.43,213.4,213.42,7167,213.44,213.37
1753122120,213.42,213.5,213.4,213.5,12931,213.44,213.37
1753122150,213.49,213.57,213.49,213.5,19972,213.43,213.38
1753122180,213.52,213.52,213.49,213.51,16347,213.43,213.38
1753122210,213.53,213.57,213.52,213.56,15794,213.44,213.39
1753122240,213.55,213.56,213.51,213.52,14667,213.45,213.39
1753122270,213.51,213.51,213.41,213.46,21167,213.46,213.39
1753122300,213.47,213.57,213.45,213.56,36770,213.46,213.4
1753122330,213.55,213.56,213.43,213.44,18122,213.46,213.4
1753122360,213.44,213.45,213.39,213.41,10628,213.47,213.4
1753122390,213.42,213.43,213.37,213.41,18468,213.47,213.4
1753122420,213.41,213.42,213.37,213.39,16577,213.46,213.4
1753122450,213.4,213.43,213.39,213.4,8545,213.46,213.4
1753122480,213.4,213.41,213.3,213.34,20710,213.46,213.4
1753122510,213.32,213.35,213.28,213.31,31032,213.45,213.4
1753122540,213.31,213.34,213.28,213.3,12480,213.44,213.4
1753122570,213.31,213.33,213.27,213.31,18986,213.42,213.39
1753122600,213.31,213.32,213.22,213.24,48606,213.4,213.39
1753122630,213.23,213.35,213.23,213.33,13992,213.39,213.39
1753122660,213.34,213.4,213.34,213.39,23043,213.38,213.4
1753122690,213.39,213.43,213.35,213.4,15181,213.37,213.4
1753122720,213.41,213.41,213.34,213.36,8382,213.36,213.4
1753122750,213.35,213.36,213.33,213.35,6358,213.35,213.4
1753122780,213.36,213.37,213.28,213.29,16776,213.34,213.4
1753122810,213.29,213.3,213.26,213.26,24378,213.33,213.4
1753122840,213.27,213.28,213.24,213.27,21419,213.32,213.4
1753122870,213.28,213.31,213.25,213.29,16282,213.32,213.4
1753122900,213.29,213.3,213.24,213.28,11798,213.31,213.4
1753122930,213.26,213.29,213.26,213.28,7133,213.31,213.4
1753122960,213.28,213.29,213.25,213.26,10868,213.31,213.39
1753122990,213.26,213.37,213.25,213.34,21902,213.31,213.39
1753123020,213.35,213.36,213.25,213.26,15529,213.31,213.39
1753123050,213.25,213.28,213.22,213.28,28970,213.31,213.39
1753123080,213.27,213.28,213.23,213.27,13231,213.3,213.39
1753123110,213.28,213.33,213.28,213.28,26925,213.29,213.39
1753123140,213.28,213.3,213.25,213.26,11734,213.28,213.38
1753123170,213.26,213.29,213.23,213.28,10279,213.28,213.38
1753123200,213.29,213.31,213.25,213.26,12258,213.28,213.38
1753123230,213.26,213.26,213.21,213.26,21782,213.28,213.37
1753123260,213.27,213.27,213.23,213.24,7286,213.27,213.36
1753123290,213.23,213.24,213.22,213.24,13710,213.27,213.36
1753123320,213.23,213.24,213.16,213.17,29655,213.26,213.36
1753123350,213.17,213.21,213.16,213.18,16499,213.26,213.35
1753123380,213.19,213.2,213.16,213.17,20805,213.25,213.35
1753123410,213.17,213.19,213.14,213.18,25525,213.24,213.34
1753123440,213.19,213.2,213.17,213.18,8128,213.23,213.34
1753123470,213.18,213.25,213.18,213.25,22341,213.23,213.33
1753123500,213.24,213.29,213.24,213.25,26547,213.23,213.33
1753123530,213.24,213.3,213.23,213.29,28488,213.23,213.33
1753123560,213.3,213.31,213.26,213.31,12601,213.23,213.33
1753123590,213.3,213.34,213.28,213.28,28186,213.23,213.32
1753123620,213.29,213.32,213.28,213.32,10690,213.24,213.32
1753123650,213.32,213.37,213.32,213.37,6571,213.24,213.32
1753123680,213.37,213.45,213.36,213.44,18197,213.26,213.32
1753123710,213.45,213.46,213.4,213.42,12581,213.27,213.31
1753123740,213.42,213.5,213.41,213.45,22524,213.29,213.31
1753123770,213.46,213.5,213.46,213.49,9395,213.31,213.31
1753123800,213.49,213.57,213.49,213.57,51989,213.34,213.31
1753123830,213.56,213.58,213.54,213.58,17167,213.37,213.31
1753123860,213.58,213.66,213.56,213.66,37733,213.41,213.32
1753123890,213.67,213.72,213.65,213.71,25510,213.44,213.33
1753123920,213.7,213.74,213.7,213.72,22873,213.47,213.33
1753123950,213.71,213.72,213.67,213.71,23409,213.5,213.34
1753123980,213.71,213.71,213.65,213.71,25170,213.53,213.35
1753124010,213.71,213.76,213.68,213.71,28680,213.56,213.35
1753124040,213.7,213.72,213.68,213.7,21121,213.59,213.36
1753124070,213.69,213.79,213.68,213.78,27157,213.62,213.37
1753124100,213.78,213.83,213.76,213.81,43219,213.64,213.38
1753124130,213.81,213.86,213.8,213.81,26385,213.67,213.39
1753124160,213.8,213.82,213.77,213.77,32915,213.7,213.4
1753124190,213.77,213.8,213.75,213.8,12634,213.72,213.41
1753124220,213.79,213.83,213.78,213.79,19621,213.73,213.42
1753124250,213.8,213.8,213.75,213.77,12097,213.75,213.42
1753124280,213.76,213.76,213.61,213.62,34954,213.74,213.43
1753124310,213.61,213.66,213.48,213.51,39966,213.73,213.44
1753124340,213.52,213.62,213.51,213.54,47009,213.72,213.44
1753124370,213.54,213.59,213.53,213.56,30960,213.71,213.45
1753124400,213.55,213.56,213.41,213.46,32677,213.69,213.45
1753124430,213.46,213.52,213.45,213.52,15290,213.67,213.46
1753124460,213.52,213.56,213.51,213.54,18602,213.66,213.46
1753124490,213.53,213.54,213.5,213.51,17481,213.64,213.46
1753124520,213.51,213.52,213.46,213.49,17485,213.62,213.47
1753124550,213.49,213.58,213.49,213.55,35701,213.6,213.47
1753124580,213.55,213.57,213.53,213.55,15138,213.59,213.48
1753124610,213.54,213.54,213.5,213.51,9866,213.57,213.48
1753124640,213.51,213.56,213.49,213.56,17820,213.55,213.49
1753124670,213.57,213.61,213.54,213.56,16042,213.53,213.5
1753124700,213.57,213.65,213.57,213.64,11087,213.54,213.5
1753124730,213.65,213.7,213.62,213.62,21494,213.54,213.51
1753124760,213.62,213.67,213.61,213.64,16930,213.55,213.52
1753124790,213.64,213.66,213.62,213.64,20702,213.56,213.53
1753124820,213.64,213.64,213.6,213.62,25599,213.57,213.54
1753124850,213.63,213.63,213.56,213.59,27992,213.57,213.54
1753124880,213.59,213.61,213.57,213.58,10560,213.58,213.55
1753124910,213.59,213.59,213.53,213.55,12393,213.58,213.56
1753124940,213.55,213.58,213.5,213.51,8764,213.58,213.57
1753124970,213.52,213.57,213.51,213.54,22857,213.58,213.57
1753125000,213.54,213.54,213.5,213.53,12096,213.58,213.58
